Date,Day,Hour,Item,Category,Price_NZD,Quantity,Revenue_NZD
2024-06-13,Thursday,15,Chai Latte,Coffee,6.0,2,12.0
2024-06-13,Thursday,12,Espresso,Coffee,4.0,1,4.0
2024-06-13,Thursday,10,Latte,Coffee,5.5,2,11.0
2024-06-13,Thursday,9,Green Tea,Tea,4.0,2,8.0
2024-06-13,Thursday,12,Toastie,Food,8.0,1,8.0
2024-06-13,Thursday,13,Latte,Coffee,5.5,2,11.0
2024-06-14,Friday,8,Latte,Coffee,5.5,1,5.5
2024-06-14,Friday,9,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,8,Espresso,Coffee,4.0,3,12.0
2024-06-14,Friday,9,Espresso,Coffee,4.0,2,8.0
2024-06-14,Friday,13,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,12,Banana Bread,Food,5.5,1,5.5
2024-06-14,Friday,7,Latte,Coffee,5.5,3,16.5
2024-06-14,Friday,15,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,17,Long Black,Coffee,4.5,2,9.0
2024-06-14,Friday,14,Chai Latte,Coffee,6.0,1,6.0
2024-06-14,Friday,9,Croissant,Food,5.0,1,5.0
2024-06-14,Friday,11,Latte,Coffee,5.5,1,5.5
2024-06-14,Friday,13,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,9,Toastie,Food,8.0,1,8.0
2024-06-14,Friday,11,Long Black,Coffee,4.5,1,4.5
2024-06-14,Friday,7,Long Black,Coffee,4.5,2,9.0
2024-06-14,Friday,8,Banana Bread,Food,5.5,1,5.5
2024-06-14,Friday,9,Green Tea,Tea,4.0,1,4.0
2024-06-14,Friday,8,Green Tea,Tea,4.0,1,4.0
2024-06-14,Friday,13,Flat White,Coffee,5.5,1,5.5
2024-06-14,Friday,14,English Breakfast,Tea,4.0,1,4.0
2024-06-14,Friday,17,Cappuccino,Coffee,5.5,1,5.5
2024-06-14,Friday,17,Chai Latte,Coffee,6.0,1,6.0
2024-06-14,Friday,9,Chai Latte,Coffee,6.0,1,6.0
2024-06-14,Friday,16,Chai Latte,Coffee,6.0,1,6.0
2024-06-14,Friday,13,English Breakfast,Tea,4.0,2,8.0
2024-06-14,Friday,13,Toastie,Food,8.0,2,16.0
2024-06-14,Friday,7,Toastie,Food,8.0,2,16.0
2024-06-14,Friday,16,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,9,Banana Bread,Food,5.5,1,5.5
2024-06-14,Friday,14,Croissant,Food,5.0,1,5.0
2024-06-14,Friday,13,Cappuccino,Coffee,5.5,1,5.5
2024-06-14,Friday,13,Espresso,Coffee,4.0,1,4.0
2024-06-14,Friday,8,Latte,Coffee,5.5,1,5.5
2024-06-14,Friday,10,English Breakfast,Tea,4.0,1,4.0
2024-06-14,Friday,12,Banana Bread,Food,5.5,1,5.5
2024-06-14,Friday,15,Banana Bread,Food,5.5,1,5.5
2024-06-14,Friday,11,Cappuccino,Coffee,5.5,3,16.5
2024-06-14,Friday,8,Cappuccino,Coffee,5.5,3,16.5
2024-06-14,Friday,9,Green Tea,Tea,4.0,1,4.0
2024-06-14,Friday,18,Toastie,Food,8.0,1,8.0
2024-06-14,Friday,11,Cappuccino,Coffee,5.5,1,5.5
2024-06-14,Friday,8,Cappuccino,Coffee,5.5,2,11.0
2024-06-14,Friday,14,Croissant,Food,5.0,1,5.0
2024-06-14,Friday,10,Espresso,Coffee,4.0,1,4.0
2024-06-14,Friday,9,English Breakfast,Tea,4.0,1,4.0
2024-06-14,Friday,9,Latte,Coffee,5.5,1,5.5
2024-06-14,Friday,11,Banana Bread,Food,5.5,2,11.0
2024-06-14,Friday,10,Cappuccino,Coffee,5.5,2,11.0
2024-06-14,Friday,9,Long Black,Coffee,4.5,1,4.5
2024-06-14,Friday,9,Espresso,Coffee,4.0,1,4.0
2024-06-14,Friday,14,Toastie,Food,8.0,1,8.0
2024-06-14,Friday,12,Chai Latte,Coffee,6.0,1,6.0
2024-06-14,Friday,7,Banana Bread,Food,5.5,1,5.5
2024-06-14,Friday,11,Espresso,Coffee,4.0,1,4.0
2024-06-14,Friday,13,Latte,Coffee,5.5,2,11.0
2024-06-14,Friday,13,Green Tea,Tea,4.0,1,4.0
2024-06-14,Friday,10,Flat White,Coffee,5.5,1,5.5
2024-06-14,Friday,10,Cappuccino,Coffee,5.5,1,5.5
2024-06-14,Friday,9,English Breakfast,Tea,4.0,1,4.0
2024-06-14,Friday,8,Espresso,Coffee,4.0,1,4.0
2024-06-14,Friday,11,Croissant,Food,5.0,1,5.0
2024-06-14,Friday,17,Latte,Coffee,5.5,1,5.5
2024-06-14,Friday,16,Banana Bread,Food,5.5,3,16.5
2024-06-14,Friday,9,Green Tea,Tea,4.0,1,4.0
2024-06-14,Friday,13,Croissant,Food,5.0,2,10.0
2024-06-14,Friday,11,Toastie,Food,8.0,1,8.0
2024-06-14,Friday,11,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,16,Flat White,Coffee,5.5,1,5.5
2024-06-14,Friday,8,Banana Bread,Food,5.5,1,5.5
2024-06-14,Friday,13,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,8,Chai Latte,Coffee,6.0,1,6.0
2024-06-14,Friday,11,Long Black,Coffee,4.5,1,4.5
2024-06-14,Friday,8,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,15,Flat White,Coffee,5.5,1,5.5
2024-06-14,Friday,8,Banana Bread,Food,5.5,2,11.0
2024-06-14,Friday,8,Croissant,Food,5.0,2,10.0
2024-06-14,Friday,8,English Breakfast,Tea,4.0,1,4.0
2024-06-14,Friday,14,Croissant,Food,5.0,2,10.0
2024-06-14,Friday,9,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,13,Long Black,Coffee,4.5,1,4.5
2024-06-14,Friday,14,Cappuccino,Coffee,5.5,2,11.0
2024-06-14,Friday,9,Flat White,Coffee,5.5,2,11.0
2024-06-14,Friday,11,Flat White,Coffee,5.5,1,5.5
2024-06-14,Friday,11,Latte,Coffee,5.5,1,5.5
2024-06-14,Friday,14,Green Tea,Tea,4.0,1,4.0
2024-06-14,Friday,8,Flat White,Coffee,5.5,1,5.5
2024-06-14,Friday,16,Muffin,Food,4.5,1,4.5
2024-06-14,Friday,12,Flat White,Coffee,5.5,1,5.5
2024-06-14,Friday,8,Latte,Coffee,5.5,2,11.0
2024-06-14,Friday,8,Croissant,Food,5.0,1,5.0
2024-06-14,Friday,10,Flat White,Coffee,5.5,3,16.5
2024-06-14,Friday,12,English Breakfast,Tea,4.0,3,12.0
2024-06-15,Saturday,12,Latte,Coffee,5.5,1,5.5
2024-06-15,Saturday,11,Muffin,Food,4.5,2,9.0
2024-06-15,Saturday,9,Croissant,Food,5.0,2,10.0
2024-06-15,Saturday,9,Toastie,Food,8.0,1,8.0
2024-06-15,Saturday,13,Flat White,Coffee,5.5,2,11.0
2024-06-15,Saturday,8,Muffin,Food,4.5,1,4.5
2024-06-15,Saturday,9,Long Black,Coffee,4.5,1,4.5
2024-06-15,Saturday,9,Muffin,Food,4.5,2,9.0
2024-06-15,Saturday,13,Banana Bread,Food,5.5,1,5.5
2024-06-15,Saturday,11,Espresso,Coffee,4.0,3,12.0
2024-06-15,Saturday,18,Cappuccino,Coffee,5.5,2,11.0
2024-06-15,Saturday,13,Toastie,Food,8.0,2,16.0
2024-06-15,Saturday,10,Muffin,Food,4.5,2,9.0
2024-06-15,Saturday,9,Latte,Coffee,5.5,2,11.0
2024-06-15,Saturday,9,Banana Bread,Food,5.5,1,5.5
2024-06-15,Saturday,7,Muffin,Food,4.5,2,9.0
2024-06-15,Saturday,13,Toastie,Food,8.0,2,16.0
2024-06-15,Saturday,9,Long Black,Coffee,4.5,1,4.5
2024-06-15,Saturday,9,Muffin,Food,4.5,1,4.5
2024-06-15,Saturday,12,Cappuccino,Coffee,5.5,1,5.5
2024-06-15,Saturday,7,Banana Bread,Food,5.5,1,5.5
2024-06-15,Saturday,9,Croissant,Food,5.0,1,5.0
2024-06-15,Saturday,11,Latte,Coffee,5.5,3,16.5
2024-06-15,Saturday,13,Long Black,Coffee,4.5,1,4.5
2024-06-15,Saturday,8,Latte,Coffee,5.5,1,5.5
2024-06-15,Saturday,8,Latte,Coffee,5.5,1,5.5
2024-06-15,Saturday,16,Croissant,Food,5.0,1,5.0
2024-06-15,Saturday,10,Muffin,Food,4.5,2,9.0
2024-06-15,Saturday,8,Toastie,Food,8.0,2,16.0
2024-06-15,Saturday,9,Chai Latte,Coffee,6.0,1,6.0
2024-06-15,Saturday,9,Banana Bread,Food,5.5,1,5.5
2024-06-15,Saturday,9,Espresso,Coffee,4.0,1,4.0
2024-06-15,Saturday,9,Espresso,Coffee,4.0,1,4.0
2024-06-15,Saturday,14,Toastie,Food,8.0,1,8.0
2024-06-15,Saturday,12,Latte,Coffee,5.5,2,11.0
2024-06-15,Saturday,7,Long Black,Coffee,4.5,1,4.5
2024-06-15,Saturday,9,Espresso,Coffee,4.0,1,4.0
2024-06-15,Saturday,10,Espresso,Coffee,4.0,3,12.0
2024-06-15,Saturday,12,Chai Latte,Coffee,6.0,1,6.0
2024-06-15,Saturday,11,Banana Bread,Food,5.5,1,5.5
2024-06-15,Saturday,13,Croissant,Food,5.0,1,5.0
2024-06-15,Saturday,10,Latte,Coffee,5.5,3,16.5
2024-06-15,Saturday,12,Espresso,Coffee,4.0,2,8.0
2024-06-15,Saturday,10,Flat White,Coffee,5.5,2,11.0
2024-06-15,Saturday,16,Chai Latte,Coffee,6.0,1,6.0
2024-06-15,Saturday,9,Long Black,Coffee,4.5,1,4.5
2024-06-15,Saturday,18,Espresso,Coffee,4.0,1,4.0
2024-06-15,Saturday,7,Latte,Coffee,5.5,1,5.5
2024-06-15,Saturday,7,Chai Latte,Coffee,6.0,1,6.0
2024-06-15,Saturday,12,Croissant,Food,5.0,2,10.0
2024-06-15,Saturday,9,Long Black,Coffee,4.5,1,4.5
2024-06-15,Saturday,11,Cappuccino,Coffee,5.5,1,5.5
2024-06-15,Saturday,10,Toastie,Food,8.0,1,8.0
2024-06-15,Saturday,7,Flat White,Coffee,5.5,1,5.5
2024-06-15,Saturday,15,Flat White,Coffee,5.5,1,5.5
2024-06-15,Saturday,10,Croissant,Food,5.0,1,5.0
2024-06-15,Saturday,10,Flat White,Coffee,5.5,1,5.5
2024-06-15,Saturday,11,Chai Latte,Coffee,6.0,1,6.0
2024-06-15,Saturday,14,Muffin,Food,4.5,1,4.5
2024-06-15,Saturday,15,Green Tea,Tea,4.0,1,4.0
2024-06-15,Saturday,13,Muffin,Food,4.5,1,4.5
2024-06-15,Saturday,13,Croissant,Food,5.0,1,5.0
2024-06-15,Saturday,9,Chai Latte,Coffee,6.0,2,12.0
2024-06-15,Saturday,13,Toastie,Food,8.0,2,16.0
2024-06-15,Saturday,9,Long Black,Coffee,4.5,1,4.5
2024-06-15,Saturday,11,Latte,Coffee,5.5,2,11.0
2024-06-15,Saturday,14,Croissant,Food,5.0,1,5.0
2024-06-15,Saturday,13,English Breakfast,Tea,4.0,1,4.0
2024-06-16,Sunday,13,Green Tea,Tea,4.0,3,12.0
2024-06-16,Sunday,13,Long Black,Coffee,4.5,1,4.5
2024-06-16,Sunday,8,Flat White,Coffee,5.5,1,5.5
2024-06-16,Sunday,9,Banana Bread,Food,5.5,2,11.0
2024-06-16,Sunday,8,Green Tea,Tea,4.0,1,4.0
2024-06-16,Sunday,17,Chai Latte,Coffee,6.0,1,6.0
2024-06-16,Sunday,12,Latte,Coffee,5.5,1,5.5
2024-06-16,Sunday,13,Banana Bread,Food,5.5,1,5.5
2024-06-16,Sunday,13,Green Tea,Tea,4.0,1,4.0
2024-06-16,Sunday,10,Croissant,Food,5.0,1,5.0
2024-06-16,Sunday,18,Espresso,Coffee,4.0,1,4.0
2024-06-16,Sunday,9,Green Tea,Tea,4.0,2,8.0
2024-06-16,Sunday,14,Flat White,Coffee,5.5,1,5.5
2024-06-16,Sunday,13,Chai Latte,Coffee,6.0,1,6.0
2024-06-16,Sunday,16,English Breakfast,Tea,4.0,1,4.0
2024-06-16,Sunday,10,Chai Latte,Coffee,6.0,1,6.0
2024-06-16,Sunday,14,Muffin,Food,4.5,1,4.5
2024-06-16,Sunday,14,Muffin,Food,4.5,1,4.5
2024-06-16,Sunday,9,Muffin,Food,4.5,1,4.5
2024-06-16,Sunday,15,Banana Bread,Food,5.5,2,11.0
2024-06-16,Sunday,7,Muffin,Food,4.5,3,13.5
2024-06-16,Sunday,10,Banana Bread,Food,5.5,1,5.5
2024-06-16,Sunday,15,Cappuccino,Coffee,5.5,1,5.5
2024-06-16,Sunday,16,Latte,Coffee,5.5,1,5.5
2024-06-16,Sunday,9,Muffin,Food,4.5,1,4.5
2024-06-16,Sunday,14,Toastie,Food,8.0,1,8.0
2024-06-16,Sunday,12,Banana Bread,Food,5.5,1,5.5
2024-06-16,Sunday,16,Toastie,Food,8.0,1,8.0
2024-06-16,Sunday,10,Espresso,Coffee,4.0,1,4.0
2024-06-16,Sunday,9,Long Black,Coffee,4.5,1,4.5
2024-06-16,Sunday,18,English Breakfast,Tea,4.0,1,4.0
2024-06-16,Sunday,11,Chai Latte,Coffee,6.0,2,12.0
2024-06-16,Sunday,8,Espresso,Coffee,4.0,1,4.0
2024-06-16,Sunday,8,English Breakfast,Tea,4.0,1,4.0
2024-06-16,Sunday,11,Flat White,Coffee,5.5,1,5.5
2024-06-16,Sunday,12,Croissant,Food,5.0,1,5.0
2024-06-16,Sunday,8,Cappuccino,Coffee,5.5,1,5.5
2024-06-16,Sunday,14,Green Tea,Tea,4.0,1,4.0
2024-06-16,Sunday,15,Banana Bread,Food,5.5,1,5.5
2024-06-16,Sunday,9,Flat White,Coffee,5.5,1,5.5
2024-06-16,Sunday,18,Cappuccino,Coffee,5.5,2,11.0
2024-06-16,Sunday,10,Latte,Coffee,5.5,2,11.0
2024-06-16,Sunday,9,Green Tea,Tea,4.0,1,4.0
2024-06-16,Sunday,10,Espresso,Coffee,4.0,2,8.0
2024-06-16,Sunday,15,Flat White,Coffee,5.5,1,5.5
2024-06-16,Sunday,18,Croissant,Food,5.0,1,5.0
2024-06-16,Sunday,9,Cappuccino,Coffee,5.5,1,5.5
2024-06-16,Sunday,16,Cappuccino,Coffee,5.5,1,5.5
2024-06-16,Sunday,16,Flat White,Coffee,5.5,1,5.5
2024-06-16,Sunday,18,Green Tea,Tea,4.0,1,4.0
2024-06-16,Sunday,9,English Breakfast,Tea,4.0,1,4.0
2024-06-16,Sunday,16,Chai Latte,Coffee,6.0,1,6.0
2024-06-16,Sunday,8,Chai Latte,Coffee,6.0,1,6.0
2024-06-16,Sunday,13,Chai Latte,Coffee,6.0,2,12.0
2024-06-16,Sunday,9,Toastie,Food,8.0,1,8.0
2024-06-16,Sunday,11,Banana Bread,Food,5.5,1,5.5
2024-06-16,Sunday,11,Long Black,Coffee,4.5,1,4.5
2024-06-16,Sunday,9,Latte,Coffee,5.5,1,5.5
2024-06-16,Sunday,15,Muffin,Food,4.5,1,4.5
2024-06-16,Sunday,10,English Breakfast,Tea,4.0,2,8.0
2024-06-16,Sunday,10,Banana Bread,Food,5.5,1,5.5
2024-06-16,Sunday,13,Cappuccino,Coffee,5.5,1,5.5
2024-06-16,Sunday,11,Toastie,Food,8.0,2,16.0
2024-06-16,Sunday,7,Latte,Coffee,5.5,1,5.5
2024-06-16,Sunday,15,Toastie,Food,8.0,2,16.0
2024-06-16,Sunday,16,Chai Latte,Coffee,6.0,1,6.0
2024-06-16,Sunday,17,Banana Bread,Food,5.5,1,5.5
2024-06-16,Sunday,8,Chai Latte,Coffee,6.0,1,6.0
2024-06-16,Sunday,8,Long Black,Coffee,4.5,3,13.5
2024-06-16,Sunday,13,Flat White,Coffee,5.5,2,11.0
2024-06-16,Sunday,8,Toastie,Food,8.0,1,8.0
2024-06-16,Sunday,16,Toastie,Food,8.0,2,16.0
2024-06-16,Sunday,12,English Breakfast,Tea,4.0,2,8.0
2024-06-16,Sunday,13,Muffin,Food,4.5,2,9.0
2024-06-16,Sunday,10,Long Black,Coffee,4.5,1,4.5
2024-06-16,Sunday,15,English Breakfast,Tea,4.0,1,4.0
2024-06-16,Sunday,8,Espresso,Coffee,4.0,3,12.0
2024-06-16,Sunday,13,Toastie,Food,8.0,1,8.0
2024-06-16,Sunday,12,Chai Latte,Coffee,6.0,1,6.0
2024-06-16,Sunday,18,Muffin,Food,4.5,2,9.0
2024-06-16,Sunday,8,Flat White,Coffee,5.5,2,11.0
2024-06-16,Sunday,9,Cappuccino,Coffee,5.5,1,5.5
2024-06-16,Sunday,17,Green Tea,Tea,4.0,3,12.0
2024-06-16,Sunday,9,Banana Bread,Food,5.5,2,11.0
2024-06-16,Sunday,13,Toastie,Food,8.0,1,8.0
2024-06-16,Sunday,8,Muffin,Food,4.5,1,4.5
2024-06-16,Sunday,12,Latte,Coffee,5.5,1,5.5
2024-06-16,Sunday,9,Cappuccino,Coffee,5.5,1,5.5
2024-06-16,Sunday,15,Muffin,Food,4.5,2,9.0
2024-06-16,Sunday,12,Flat White,Coffee,5.5,1,5.5
2024-06-17,Monday,10,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,17,Latte,Coffee,5.5,2,11.0
2024-06-17,Monday,8,Toastie,Food,8.0,2,16.0
2024-06-17,Monday,9,Latte,Coffee,5.5,1,5.5
2024-06-17,Monday,15,Banana Bread,Food,5.5,2,11.0
2024-06-17,Monday,10,Chai Latte,Coffee,6.0,1,6.0
2024-06-17,Monday,16,Muffin,Food,4.5,1,4.5
2024-06-17,Monday,10,Croissant,Food,5.0,2,10.0
2024-06-17,Monday,13,Flat White,Coffee,5.5,1,5.5
2024-06-17,Monday,15,Long Black,Coffee,4.5,1,4.5
2024-06-17,Monday,12,English Breakfast,Tea,4.0,2,8.0
2024-06-17,Monday,14,Muffin,Food,4.5,2,9.0
2024-06-17,Monday,13,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,9,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,12,Flat White,Coffee,5.5,1,5.5
2024-06-17,Monday,18,Toastie,Food,8.0,2,16.0
2024-06-17,Monday,10,Green Tea,Tea,4.0,1,4.0
2024-06-17,Monday,9,Muffin,Food,4.5,3,13.5
2024-06-17,Monday,12,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,14,Banana Bread,Food,5.5,2,11.0
2024-06-17,Monday,10,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,12,Latte,Coffee,5.5,2,11.0
2024-06-17,Monday,10,Croissant,Food,5.0,1,5.0
2024-06-17,Monday,14,Banana Bread,Food,5.5,2,11.0
2024-06-17,Monday,12,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,13,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,14,English Breakfast,Tea,4.0,2,8.0
2024-06-17,Monday,13,Croissant,Food,5.0,1,5.0
2024-06-17,Monday,10,Green Tea,Tea,4.0,2,8.0
2024-06-17,Monday,14,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,9,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,12,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,12,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,8,Long Black,Coffee,4.5,1,4.5
2024-06-17,Monday,12,Long Black,Coffee,4.5,2,9.0
2024-06-17,Monday,8,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,8,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,12,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,16,Cappuccino,Coffee,5.5,2,11.0
2024-06-17,Monday,13,Latte,Coffee,5.5,2,11.0
2024-06-17,Monday,11,Flat White,Coffee,5.5,2,11.0
2024-06-17,Monday,14,Banana Bread,Food,5.5,2,11.0
2024-06-17,Monday,9,Banana Bread,Food,5.5,1,5.5
2024-06-17,Monday,7,Muffin,Food,4.5,1,4.5
2024-06-17,Monday,9,Croissant,Food,5.0,1,5.0
2024-06-17,Monday,7,Chai Latte,Coffee,6.0,3,18.0
2024-06-17,Monday,17,Latte,Coffee,5.5,2,11.0
2024-06-17,Monday,8,Banana Bread,Food,5.5,1,5.5
2024-06-17,Monday,9,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,13,Latte,Coffee,5.5,1,5.5
2024-06-17,Monday,13,Toastie,Food,8.0,1,8.0
2024-06-17,Monday,11,Croissant,Food,5.0,1,5.0
2024-06-17,Monday,12,Chai Latte,Coffee,6.0,1,6.0
2024-06-17,Monday,7,Latte,Coffee,5.5,1,5.5
2024-06-17,Monday,13,Green Tea,Tea,4.0,1,4.0
2024-06-17,Monday,18,Green Tea,Tea,4.0,2,8.0
2024-06-17,Monday,12,Latte,Coffee,5.5,1,5.5
2024-06-17,Monday,17,Green Tea,Tea,4.0,2,8.0
2024-06-17,Monday,13,Toastie,Food,8.0,1,8.0
2024-06-17,Monday,9,Latte,Coffee,5.5,3,16.5
2024-06-17,Monday,9,Chai Latte,Coffee,6.0,1,6.0
2024-06-17,Monday,15,Latte,Coffee,5.5,2,11.0
2024-06-17,Monday,15,Muffin,Food,4.5,1,4.5
2024-06-17,Monday,9,Latte,Coffee,5.5,1,5.5
2024-06-17,Monday,10,Long Black,Coffee,4.5,1,4.5
2024-06-17,Monday,9,Chai Latte,Coffee,6.0,2,12.0
2024-06-17,Monday,8,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,16,Croissant,Food,5.0,1,5.0
2024-06-17,Monday,11,Latte,Coffee,5.5,1,5.5
2024-06-17,Monday,8,Chai Latte,Coffee,6.0,2,12.0
2024-06-17,Monday,9,Muffin,Food,4.5,1,4.5
2024-06-17,Monday,13,Muffin,Food,4.5,2,9.0
2024-06-17,Monday,13,Cappuccino,Coffee,5.5,2,11.0
2024-06-17,Monday,8,Espresso,Coffee,4.0,2,8.0
2024-06-17,Monday,14,Green Tea,Tea,4.0,2,8.0
2024-06-17,Monday,12,Banana Bread,Food,5.5,1,5.5
2024-06-17,Monday,12,Croissant,Food,5.0,1,5.0
2024-06-17,Monday,8,Green Tea,Tea,4.0,1,4.0
2024-06-17,Monday,8,Flat White,Coffee,5.5,1,5.5
2024-06-17,Monday,12,English Breakfast,Tea,4.0,1,4.0
2024-06-17,Monday,9,Espresso,Coffee,4.0,1,4.0
2024-06-17,Monday,10,Banana Bread,Food,5.5,2,11.0
2024-06-17,Monday,10,Toastie,Food,8.0,1,8.0
2024-06-17,Monday,8,Chai Latte,Coffee,6.0,2,12.0
2024-06-17,Monday,8,Chai Latte,Coffee,6.0,1,6.0
2024-06-17,Monday,13,Green Tea,Tea,4.0,2,8.0
2024-06-17,Monday,10,Long Black,Coffee,4.5,1,4.5
2024-06-17,Monday,10,Chai Latte,Coffee,6.0,2,12.0
2024-06-17,Monday,9,Long Black,Coffee,4.5,1,4.5
2024-06-17,Monday,9,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,12,Chai Latte,Coffee,6.0,3,18.0
2024-06-17,Monday,14,Cappuccino,Coffee,5.5,1,5.5
2024-06-17,Monday,15,Chai Latte,Coffee,6.0,3,18.0
2024-06-17,Monday,8,Toastie,Food,8.0,2,16.0
2024-06-17,Monday,16,Croissant,Food,5.0,2,10.0
2024-06-17,Monday,16,Chai Latte,Coffee,6.0,1,6.0
2024-06-17,Monday,10,Muffin,Food,4.5,1,4.5
2024-06-17,Monday,10,Croissant,Food,5.0,2,10.0
2024-06-17,Monday,13,English Breakfast,Tea,4.0,1,4.0
2024-06-17,Monday,18,Espresso,Coffee,4.0,2,8.0
2024-06-17,Monday,12,Cappuccino,Coffee,5.5,2,11.0
2024-06-17,Monday,15,Croissant,Food,5.0,2,10.0
2024-06-17,Monday,13,Green Tea,Tea,4.0,1,4.0
2024-06-17,Monday,12,Flat White,Coffee,5.5,1,5.5
2024-06-17,Monday,13,Toastie,Food,8.0,1,8.0
2024-06-17,Monday,10,Toastie,Food,8.0,1,8.0
2024-06-17,Monday,9,Long Black,Coffee,4.5,2,9.0
2024-06-17,Monday,10,Latte,Coffee,5.5,1,5.5
2024-06-17,Monday,14,Banana Bread,Food,5.5,1,5.5
2024-06-17,Monday,11,English Breakfast,Tea,4.0,2,8.0
2024-06-18,Tuesday,8,Flat White,Coffee,5.5,2,11.0
2024-06-18,Tuesday,13,Banana Bread,Food,5.5,2,11.0
2024-06-18,Tuesday,8,Muffin,Food,4.5,1,4.5
2024-06-18,Tuesday,14,English Breakfast,Tea,4.0,1,4.0
2024-06-18,Tuesday,18,English Breakfast,Tea,4.0,1,4.0
2024-06-18,Tuesday,12,Latte,Coffee,5.5,1,5.5
2024-06-18,Tuesday,9,Muffin,Food,4.5,1,4.5
2024-06-18,Tuesday,10,Flat White,Coffee,5.5,2,11.0
2024-06-18,Tuesday,15,Espresso,Coffee,4.0,1,4.0
2024-06-18,Tuesday,11,Banana Bread,Food,5.5,1,5.5
2024-06-18,Tuesday,8,English Breakfast,Tea,4.0,3,12.0
2024-06-18,Tuesday,9,Croissant,Food,5.0,2,10.0
2024-06-18,Tuesday,16,English Breakfast,Tea,4.0,1,4.0
2024-06-18,Tuesday,12,Latte,Coffee,5.5,1,5.5
2024-06-18,Tuesday,17,Muffin,Food,4.5,2,9.0
2024-06-18,Tuesday,8,Banana Bread,Food,5.5,1,5.5
2024-06-18,Tuesday,12,Flat White,Coffee,5.5,1,5.5
2024-06-18,Tuesday,10,Espresso,Coffee,4.0,1,4.0
2024-06-18,Tuesday,9,Green Tea,Tea,4.0,1,4.0
2024-06-18,Tuesday,9,Muffin,Food,4.5,1,4.5
2024-06-18,Tuesday,17,English Breakfast,Tea,4.0,2,8.0
2024-06-18,Tuesday,12,Latte,Coffee,5.5,2,11.0
2024-06-18,Tuesday,13,Muffin,Food,4.5,1,4.5
2024-06-18,Tuesday,17,Espresso,Coffee,4.0,1,4.0
2024-06-18,Tuesday,16,English Breakfast,Tea,4.0,2,8.0
2024-06-18,Tuesday,11,Green Tea,Tea,4.0,1,4.0
2024-06-18,Tuesday,14,Green Tea,Tea,4.0,2,8.0
2024-06-18,Tuesday,14,Croissant,Food,5.0,1,5.0
2024-06-18,Tuesday,10,English Breakfast,Tea,4.0,1,4.0
2024-06-18,Tuesday,9,Latte,Coffee,5.5,1,5.5
2024-06-18,Tuesday,13,Green Tea,Tea,4.0,2,8.0
2024-06-18,Tuesday,10,Chai Latte,Coffee,6.0,3,18.0
2024-06-18,Tuesday,8,English Breakfast,Tea,4.0,1,4.0
2024-06-18,Tuesday,12,English Breakfast,Tea,4.0,1,4.0
2024-06-18,Tuesday,9,Long Black,Coffee,4.5,1,4.5
2024-06-18,Tuesday,13,Chai Latte,Coffee,6.0,1,6.0
2024-06-18,Tuesday,8,Flat White,Coffee,5.5,1,5.5
2024-06-18,Tuesday,16,Croissant,Food,5.0,1,5.0
2024-06-18,Tuesday,13,Espresso,Coffee,4.0,1,4.0
2024-06-18,Tuesday,14,Latte,Coffee,5.5,1,5.5
2024-06-18,Tuesday,8,Flat White,Coffee,5.5,2,11.0
2024-06-18,Tuesday,13,Espresso,Coffee,4.0,1,4.0
2024-06-18,Tuesday,13,Chai Latte,Coffee,6.0,1,6.0
2024-06-18,Tuesday,12,Muffin,Food,4.5,2,9.0
2024-06-18,Tuesday,9,Long Black,Coffee,4.5,2,9.0
2024-06-18,Tuesday,8,Latte,Coffee,5.5,1,5.5
2024-06-18,Tuesday,9,Croissant,Food,5.0,1,5.0
2024-06-18,Tuesday,15,Toastie,Food,8.0,1,8.0
2024-06-18,Tuesday,17,English Breakfast,Tea,4.0,1,4.0
2024-06-18,Tuesday,9,Banana Bread,Food,5.5,2,11.0
